reg_lambda,reg_alpha,num_leaves,n_estimators,max_depth,learning_rate,feature_fraction,bagging_fraction,Modelo,Metodo,ETF,date
260,0.0456724209370329,33,0.7844166565441523,0.7543002930469548,17,0.10108546207098283,1.1685789383941954,LGBMR,optuna,XLI,2019-09-03
105,0.07504125618648576,40,0.710163862863739,0.7715153105242262,12,0.10264502944711926,1.0873493544899084,LGBMR,optuna,VOX,2019-09-03
233,0.08149585171439586,34,0.6337783008210234,0.6679747459310051,10,0.10116698496318495,1.2977738610545553,LGBMR,optuna,XLF,2019-09-03
280,0.03726571765002199,45,0.6917817687783993,0.7105151217832014,12,0.10149010271335189,1.3330260620985819,LGBMR,optuna,XLK,2019-09-03
240,0.03090253946908523,35,0.6394936006182298,0.723320380418064,20,0.1841056904600104,1.361135446855358,LGBMR,optuna,XLV,2019-09-03
207,0.06074601120550435,35,0.6428038696095637,0.6193329154457086,20,0.18146222401234147,1.448128746710325,LGBMR,optuna,XLP,2019-09-03
192,0.010850589200827286,46,0.658762012952007,0.7944925587482886,15,0.23067940622234595,1.2766315990642005,LGBMR,optuna,XLU,2019-09-03
278,0.09827144394065657,31,0.7923594992829583,0.7932615851455792,20,0.10384050937998912,1.3230337349211547,LGBMR,optuna,IYR,2019-09-03
121,0.07970158975584034,31,0.6555464515944026,0.7842706062407031,15,0.10112154669903832,1.0522514644126095,LGBMR,optuna,XLK,2019-10-01
144,0.06268657537806777,31,0.7222061643165194,0.7894381633995946,13,0.34205409299106027,1.0577937082058206,LGBMR,optuna,XLB,2019-10-01
187,0.03585922309045492,36,0.7311825774178359,0.7338665575055734,13,0.15042491779490313,1.0479553156841954,LGBMR,optuna,XLP,2019-10-01
224,0.09242907545319103,43,0.7657866305374802,0.7099942999756623,18,0.3340629818278283,1.2869345466827906,LGBMR,optuna,XLE,2019-10-01
225,0.07566920388052853,50,0.61830324664407,0.7369816446637516,13,0.21136412932775653,1.1623730855803598,LGBMR,optuna,SPY,2019-10-01
146,0.09930846095964702,33,0.6230091651600258,0.6183502609183036,20,0.10009262677277873,1.0448060250696511,LGBMR,optuna,XLF,2019-10-01
298,0.08074038448951681,50,0.6338818261352753,0.7610373594573351,16,0.10066003977171352,1.2309083966415433,LGBMR,optuna,XLI,2019-10-01
195,0.013730411214324468,42,0.6340517531646646,0.7594174881247266,11,0.484230412736664,1.3462542522589522,LGBMR,optuna,XLY,2019-10-01
102,0.08515558052440605,41,0.7318317517321985,0.7589367312231308,20,0.1249118419300117,1.1102913460108512,LGBMR,optuna,XLV,2019-10-01
211,0.08267492230388118,34,0.600675105571162,0.6007827411799748,12,0.10256427658748575,1.362419137777555,LGBMR,optuna,IYR,2019-10-01
232,0.022573018492904627,36,0.6298660411227756,0.6261986556983073,19,0.4999159032908056,1.078191288666324,LGBMR,optuna,XLU,2019-10-01
299,0.052058587264750426,38,0.7360296521739419,0.6001821411943746,20,0.10090158468580626,1.2981870005918794,LGBMR,optuna,VOX,2019-10-01
189,0.09778918193618644,44,0.7068057512422626,0.602034288369213,11,0.3051145674125318,1.3044087693009414,LGBMR,optuna,XLE,2019-11-01
124,0.06239070382076253,41,0.7903608734428,0.7131605337126311,15,0.26829871205030914,1.4071035551405102,LGBMR,optuna,XLB,2019-11-01
236,0.02714022200982074,46,0.7496218779306455,0.6183622522763006,11,0.15607515893074733,1.0817016785130775,LGBMR,optuna,SPY,2019-11-01
162,0.04940692376556808,33,0.6897147348231231,0.6690078599669773,13,0.10296937497791477,1.208690491311541,LGBMR,optuna,XLF,2019-11-01
136,0.026804781702403427,48,0.7432817128948872,0.6404651258007651,18,0.19953805319628973,1.3906974509806898,LGBMR,optuna,XLY,2019-11-01
108,0.09617334767138123,31,0.6039762076355364,0.7984628063583619,17,0.10309923614788435,1.1812692409012566,LGBMR,optuna,VOX,2019-11-01
242,0.06185596669016967,33,0.7981908084698662,0.646561176772001,16,0.100099702594757,1.0813642547379818,LGBMR,optuna,XLK,2019-11-01
132,0.08021484264570045,43,0.7075860140134856,0.7275398471417382,17,0.4991268867560319,1.0676950886750198,LGBMR,optuna,XLU,2019-11-01
200,0.04987536754141037,42,0.6349975751056752,0.7587193789498178,11,0.14044466602849176,1.3589179838178524,LGBMR,optuna,XLP,2019-11-01
261,0.07802091801185532,42,0.6950505401981152,0.751798227430429,14,0.10147642804232043,1.0503839769154182,LGBMR,optuna,XLI,2019-11-01
196,0.04250140670825576,50,0.6522464136605719,0.781814531716189,18,0.10137835755226351,1.4902594630115829,LGBMR,optuna,XLV,2019-11-01
197,0.0645257352928069,50,0.6151633630675084,0.6816557200336804,13,0.10849223306303432,1.2387395245631645,LGBMR,optuna,IYR,2019-11-01
103,0.07078179436155466,49,0.7370873551499907,0.6038735690211914,19,0.10106164757015329,1.3139522360999136,LGBMR,optuna,XLI,2019-12-02
167,0.08864871528279424,40,0.764134594351085,0.687342488313921,12,0.2922904291218873,1.1270139886658044,LGBMR,optuna,XLE,2019-12-02
220,0.017678578386991134,49,0.7035871993474467,0.6656222025913906,11,0.46780083018546414,1.404146663215623,LGBMR,optuna,SPY,2019-12-02
299,0.036870821941627184,38,0.7521381949850674,0.6304863771185352,14,0.33826209944669783,1.4034154556758451,LGBMR,optuna,XLB,2019-12-02
219,0.06399144999535691,46,0.7578722191181347,0.7933670450441721,14,0.2566434755655099,1.3602286898567546,LGBMR,optuna,XLP,2019-12-02
140,0.07875842660877037,33,0.7989473444904593,0.6219394947935306,17,0.10364660068087857,1.3885503552888794,LGBMR,optuna,VOX,2019-12-02
245,0.018429696493510905,43,0.6344810092544588,0.6358483041668809,16,0.10907944653057758,1.1565746310629463,LGBMR,optuna,XLY,2019-12-02
279,0.08146307081648943,44,0.7462441068473442,0.6702514937246332,19,0.10001328040710777,1.0468675702522818,LGBMR,optuna,XLK,2019-12-02
156,0.010219893332981199,41,0.6444270020750337,0.6722105919228787,10,0.4874624977634502,1.2282395170586844,LGBMR,optuna,XLU,2019-12-02
274,0.01033419705867826,46,0.746887943634033,0.6020814383021458,14,0.10556777081652541,1.2213231228004333,LGBMR,optuna,XLF,2019-12-02
166,0.05650454222394684,40,0.628584357756026,0.6865287674680081,17,0.13897677149003906,1.135428702338007,LGBMR,optuna,IYR,2019-12-02
260,0.06958456903630633,45,0.6946011444596824,0.7972551653994082,11,0.17467193994283794,1.4729552611872627,LGBMR,optuna,XLV,2019-12-02
126,0.06439859388861853,47,0.6317903786157631,0.7742957068782212,18,0.10103206981944828,1.2375131223636557,LGBMR,optuna,XLI,2020-01-02
132,0.034059870950500004,44,0.6589728539336723,0.7689510693779973,11,0.22482379944222367,1.1816210010986667,LGBMR,optuna,SPY,2020-01-02
149,0.058109358078572766,33,0.6658998977622813,0.7715612504173629,19,0.28698435108584525,1.3723145630040585,LGBMR,optuna,XLB,2020-01-02
116,0.08983474417762449,46,0.7297886030140596,0.7146935085061853,19,0.14844637556478119,1.2366969727028472,LGBMR,optuna,XLP,2020-01-02
190,0.054080052898264584,48,0.7615091764126273,0.6372657948582188,16,0.36614352549753737,1.3571199845581239,LGBMR,optuna,XLE,2020-01-02
252,0.04863163131510348,44,0.7197772461920542,0.7251232841367155,12,0.10080311531361061,1.3459513302848176,LGBMR,optuna,XLY,2020-01-02
234,0.07661811151066239,37,0.7483023272425622,0.740084787148836,18,0.10338747829045095,1.0906497226642364,LGBMR,optuna,XLK,2020-01-02
128,0.026315420245949486,48,0.7945651286746209,0.638553338242722,15,0.10006016019086537,1.4042224273960275,LGBMR,optuna,VOX,2020-01-02
242,0.05643876015606754,37,0.602429013674935,0.7515288951864064,13,0.10110921171956791,1.3704719176039029,LGBMR,optuna,XLF,2020-01-02
185,0.057565562851235486,45,0.7833487202075392,0.7791888201233621,11,0.1811530833870946,1.2639663751059473,LGBMR,optuna,XLV,2020-01-02
213,0.038123531300765984,38,0.6417310581626459,0.7645725644757351,18,0.1427290611898352,1.2254412951656886,LGBMR,optuna,IYR,2020-01-02
265,0.011771435243366518,50,0.763439732842895,0.7283940982250128,18,0.4980255147665651,1.1026183855091918,LGBMR,optuna,XLU,2020-01-02
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLE,2019-01-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-01-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-01-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLK,2019-01-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLF,2019-01-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLP,2019-01-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-01-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-01-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLV,2019-01-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLU,2019-01-03
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,IYR,2019-01-03
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,VOX,2019-01-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLE,2019-02-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-02-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-02-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLK,2019-02-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLF,2019-02-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLP,2019-02-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-02-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLV,2019-02-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-02-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLU,2019-02-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,IYR,2019-02-01
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,VOX,2019-02-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLE,2019-03-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-03-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-03-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLK,2019-03-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLF,2019-03-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLP,2019-03-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-03-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-03-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLV,2019-03-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLU,2019-03-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,VOX,2019-03-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,IYR,2019-03-01
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-04-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-04-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-04-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLK,2019-04-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLF,2019-04-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLP,2019-04-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-04-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLV,2019-04-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-04-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLU,2019-04-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,IYR,2019-04-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,VOX,2019-04-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLE,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-05-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLK,2019-05-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLF,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLP,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-05-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLV,2019-05-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLU,2019-05-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,IYR,2019-05-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,VOX,2019-05-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-06-03
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLB,2019-06-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-06-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLK,2019-06-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLF,2019-06-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLP,2019-06-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-06-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-06-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLV,2019-06-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLU,2019-06-03
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,IYR,2019-06-03
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,VOX,2019-06-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLE,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-07-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLK,2019-07-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLF,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLP,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-07-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLV,2019-07-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLU,2019-07-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,IYR,2019-07-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,VOX,2019-07-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLE,2019-08-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-08-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-08-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLK,2019-08-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-08-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLP,2019-08-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLY,2019-08-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-08-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLV,2019-08-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLU,2019-08-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,IYR,2019-08-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,VOX,2019-08-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLE,2019-09-03
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLB,2019-09-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLK,2019-09-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLI,2019-09-03
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2019-09-03
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-09-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-09-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-09-03
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLV,2019-09-03
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLU,2019-09-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,IYR,2019-09-03
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,VOX,2019-09-03
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLE,2019-10-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-10-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLK,2019-10-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLI,2019-10-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-10-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2019-10-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLY,2019-10-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-10-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLV,2019-10-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,IYR,2019-10-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLU,2019-10-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,VOX,2019-10-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLE,2019-11-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-11-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLI,2019-11-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLK,2019-11-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-11-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLP,2019-11-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-11-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-11-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLV,2019-11-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLU,2019-11-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,IYR,2019-11-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-11-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLE,2019-12-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-12-02
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLI,2019-12-02
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLK,2019-12-02
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLF,2019-12-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLP,2019-12-02
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLY,2019-12-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-12-02
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLV,2019-12-02
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLU,2019-12-02
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,IYR,2019-12-02
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-12-02
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLE,2020-01-02
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLB,2020-01-02
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLI,2020-01-02
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLK,2020-01-02
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLF,2020-01-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLP,2020-01-02
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLY,2020-01-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2020-01-02
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLV,2020-01-02
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLU,2020-01-02
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,IYR,2020-01-02
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,VOX,2020-01-02
109,0.0949420928858671,37,0.6613443966510452,0.7254490206679457,17,0.10311183324154619,1.3115603596333723,LGBMR,optuna,XLE,2019-01-03
135,0.06003736785388637,50,0.7010203413110941,0.690777751094651,18,0.49888333067100143,1.4530238055208404,LGBMR,optuna,XLI,2019-01-03
231,0.06996072169363919,48,0.6288888087329454,0.6627513246940323,13,0.39112216293614577,1.0634487707301123,LGBMR,optuna,XLP,2019-01-03
272,0.08857071036267992,45,0.7044671848747457,0.6850260423681835,10,0.10007991170700228,1.4259005696492157,LGBMR,optuna,XLK,2019-01-03
252,0.04061033057184241,39,0.6900666884188539,0.6726117957737706,19,0.22584325866046337,1.0069660334045514,LGBMR,optuna,XLB,2019-01-03
222,0.07950241220530914,36,0.616856168482337,0.70663906380362,20,0.38227878404285154,1.0031822759385893,LGBMR,optuna,XLY,2019-01-03
202,0.025083486406139992,31,0.6379299354148017,0.6639408802476935,17,0.1043052258001242,1.3973057487243818,LGBMR,optuna,XLF,2019-01-03
213,0.03854936125714136,39,0.7994377519136263,0.629419258163041,13,0.10568637423251812,1.4399093644773822,LGBMR,optuna,XLV,2019-01-03
254,0.08755110756005702,46,0.7274350852354856,0.6201683197057336,14,0.15052005506035543,1.179744911821337,LGBMR,optuna,SPY,2019-01-03
149,0.03243758155177853,50,0.6311699413655586,0.6286751335828544,19,0.19304072041635834,1.4002300473603442,LGBMR,optuna,IYR,2019-01-03
164,0.0845305130655658,48,0.7634294821541548,0.6718306995577954,17,0.11472163716972933,1.0528283525177276,LGBMR,optuna,XLU,2019-01-03
233,0.011196378359972494,33,0.783687314243161,0.6788427953622649,10,0.16039471531430138,1.1644064281412998,LGBMR,optuna,VOX,2019-01-03
150,0.09209042443983752,40,0.7979211601957885,0.7793850283847061,18,0.2747794949370005,1.2776304865223655,LGBMR,optuna,XLI,2019-02-01
136,0.016804948112782454,45,0.7776769640798815,0.7835260414133969,12,0.12891452440339635,1.358794906569866,LGBMR,optuna,XLB,2019-02-01
145,0.07974320343761919,45,0.6180360075731403,0.7376253132014333,17,0.10181123229918518,1.0804482688783252,LGBMR,optuna,XLK,2019-02-01
120,0.0887914772583073,48,0.6751372188341548,0.7499276786657927,11,0.15440578686185902,1.2473198498229507,LGBMR,optuna,XLV,2019-02-01
288,0.031106088969040102,42,0.6422051435791462,0.7379814059526401,10,0.10343386991047512,1.250513734745751,LGBMR,optuna,XLE,2019-02-01
198,0.0653375015133704,48,0.634524952535306,0.7758971287311978,14,0.46112798756054574,1.1747578968384769,LGBMR,optuna,XLY,2019-02-01
297,0.0750070530059631,43,0.7894610810672221,0.6762769684191784,20,0.34283853410656817,1.336595559692173,LGBMR,optuna,XLP,2019-02-01
235,0.02639200049326812,38,0.6990191869468065,0.7012553642907952,10,0.10465306552928602,1.492323266124467,LGBMR,optuna,XLF,2019-02-01
227,0.030956563332541494,40,0.6043024675570833,0.7113156759077769,19,0.3252785261069918,1.1435991148020463,LGBMR,optuna,SPY,2019-02-01
203,0.07232216524114685,37,0.7996113390952716,0.7207450532503072,19,0.1936273298368389,1.3455945534100264,LGBMR,optuna,VOX,2019-02-01
175,0.053276076033844086,42,0.6324568955875045,0.7413776200738983,19,0.15053632972040365,1.09897648865923,LGBMR,optuna,IYR,2019-02-01
296,0.09804433060582673,50,0.6014530394222707,0.7897626848864234,18,0.1004876262787241,1.4604953763993722,LGBMR,optuna,XLU,2019-02-01
184,0.028265542451811745,32,0.7659090336791216,0.6855919604382463,17,0.46189554055742044,1.2598654211426288,LGBMR,optuna,XLI,2019-03-01
118,0.0636785319900686,47,0.6447144094804396,0.7184531826458567,10,0.45526590665575883,1.337538265045625,LGBMR,optuna,XLB,2019-03-01
137,0.01933043494146546,42,0.6057526402731231,0.6617619663754869,19,0.16089359632748182,1.0879865736913157,LGBMR,optuna,XLF,2019-03-01
149,0.07867682576353653,35,0.7373579246837692,0.6938297398083235,20,0.13909564072639047,1.166431057456041,LGBMR,optuna,XLY,2019-03-01
192,0.0514554920137323,43,0.7991427325997825,0.6549460887982431,19,0.10105648305156323,1.4397420475507712,LGBMR,optuna,XLE,2019-03-01
234,0.07578555122591078,45,0.6019977783329021,0.7671104528490195,10,0.4567615839687357,1.0953121432136053,LGBMR,optuna,XLP,2019-03-01
251,0.06857338287952315,47,0.7582907587973157,0.6935653285282168,10,0.10049696840288128,1.1121751380259832,LGBMR,optuna,XLK,2019-03-01
210,0.03490273757086979,39,0.7284564447573318,0.6436720416835143,20,0.40039716186120866,1.2905892740393297,LGBMR,optuna,SPY,2019-03-01
270,0.08856747527561194,47,0.7891007421685128,0.7673720489192597,18,0.1728008231416177,1.2937780995294794,LGBMR,optuna,VOX,2019-03-01
296,0.07174908531159441,31,0.6601373874375746,0.6074690343114152,15,0.100120102172675,1.2089082455921851,LGBMR,optuna,XLV,2019-03-01
104,0.04555462662850754,44,0.7525886657498991,0.741800558515872,19,0.13259487176915366,1.0890732397541476,LGBMR,optuna,XLU,2019-03-01
261,0.06432177377761926,47,0.763816116942971,0.7272179727657365,13,0.14069944435512172,1.2053570861555811,LGBMR,optuna,IYR,2019-03-01
104,0.06556613146764696,43,0.7979289213214722,0.6148831195757954,10,0.10052220832485409,1.013395484145143,LGBMR,optuna,XLF,2019-04-01
276,0.035083171358829414,48,0.6540199009296229,0.708865145348116,17,0.25320720094882937,1.0571858042849807,LGBMR,optuna,XLB,2019-04-01
187,0.025186307982798518,34,0.7385529092104383,0.6539326728214485,14,0.14480002455657842,1.4129624517461803,LGBMR,optuna,XLI,2019-04-01
155,0.05790925790590391,47,0.6402135462410465,0.6706223693626496,17,0.1102343990654531,1.187498420464438,LGBMR,optuna,XLV,2019-04-01
265,0.020208805442854822,33,0.6001563405207386,0.704944032158629,11,0.2379918869990084,1.209484975126292,LGBMR,optuna,XLE,2019-04-01
291,0.04940649387680056,44,0.7516970865692757,0.6706197452324175,14,0.31059393843985267,1.272355533716922,LGBMR,optuna,XLP,2019-04-01
140,0.029878582430292,40,0.6780924240430466,0.645007794939967,11,0.49953715396223414,1.0827596344549597,LGBMR,optuna,XLU,2019-04-01
224,0.03282388627729507,33,0.6191056596802893,0.6239969290205339,13,0.10040104774666019,1.4944103166689122,LGBMR,optuna,XLK,2019-04-01
